year,region,welfare_function,rho,eta,inequality_aversion,sufficiency_threshold,egality_strictness,physical_damage_per_capita,discount_factor,plotted_value,plotted_value_description,welfare_loss_damage_scalar,model_native_welfare_loss_note
2036,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.13795793200293888,0.7314979489889384,0.10091594430690522,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2037,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1529471170210593,0.7206876344718607,0.11022709596519807,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2038,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1684283818415932,0.7100370782973997,0.11959039614516365,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2039,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.18411249134669613,0.6995439195048273,0.12879477382646642,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2040,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.1999039185623636,0.6892058320244606,0.13777494651772382,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2041,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.21514777646988187,0.6790205241620302,0.14608975595087448,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2042,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.23019025458899411,0.6689857380906702,0.1539939973674975,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2043,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.24548760774498718,0.6590992493504141,0.16180069798954994,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2044,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.26174059330738414,0.6493588663550878,0.16996357494919104,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2045,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.27944053504344885,0.6397624299064905,0.17877555571376663,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2046,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.2981379587252719,0.6303078127157542,0.18791868465166592,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2047,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.3189764691171085,0.6209929189317777,0.19808212862758523,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2048,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.3417300587866634,0.6118156836766282,0.20907580954941682,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2049,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.3656244893315095,0.6027740725878111,0.22038896247219267,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2050,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.3898194390864622,0.5938660813673017,0.23150054273107687,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2051,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.4128191497035321,0.5850897353372431,0.24153624704218532,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2052,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.4342013387172012,0.57644308900221,0.25029236093903834,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2053,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.4552135757060953,0.5679242256179409,0.2585268174736581,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2054,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.47673723453773986,0.5595312567664443,0.2667493839882607,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2055,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.4989266435424133,0.5512623219373836,0.275039459995616,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2056,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5227353526848816,0.543115588115649,0.2839057185022906,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2057,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5487718253851048,0.5350892493750237,0.2936419041234773,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2058,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.5771791693609036,0.5271815264778559,0.3042781955549021,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2059,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.6063042861561057,0.5193906664806461,0.3149087872766921,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2060,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.6351700636611485,0.5117149423454643,0.3250260125059295,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2061,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.6646438368228301,0.5041526525571077,0.33508195333996327,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2062,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.6935163798372004,0.49670212074591896,0.3444710566371697,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2063,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.7213043551905431,0.4893616953161764,0.35297872209498565,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2064,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.7490498339719973,0.4821297490799768,0.36113920850131737,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2065,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.7776986286339804,0.47500467889652886,0.3694104873725547,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2066,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.8079769780164131,0.4679849053167772,0.37812102955514687,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2067,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.839823742181374,0.46106887223327814,0.38721658568229744,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2068,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.8744040923059835,0.4542550465352495,0.39720247164106715,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2069,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.9118722295618725,0.44754191776871877,0.4081010463781578,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2070,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.950492650130911,0.4409279978016934,0.41909882114744806,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2071,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,0.9888566821772592,0.43441182049427923,0.42957103151255605,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2072,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.0255686870456506,0.42799194137367413,0.43893513338071805,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2073,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.0608442036246066,0.42166693731396476,0.44732292630965986,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2074,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.0960014195921814,0.41543540622065495,0.4553177949666924,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2075,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.132268302167857,0.4092959667198571,0.46343284932204426,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2076,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.169703293157838,0.403247257852076,0.4716796454664411,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2077,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.2079159467207912,0.3972879387705183,0.4798904366807423,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2078,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.2472335237971515,0.39141668844386046,0.48818801560084785,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2079,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.2881569621356586,0.3856322053634093,0.49675481016260375,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2080,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.3317995296931568,0.37993320725459045,0.5059948667364762,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2081,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.3782549484483952,0.3743184307927,0.5159062295354769,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2082,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.426255184023508,0.3687866313228572,0.5259838447227914,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2083,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.4742440351283386,0.3633365825840958,0.5356467896185182,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2084,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.5216195445636795,0.35796707643753284,0.5446896998176706,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2085,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.5679768293893162,0.35267692259855454,0.5529892428948628,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2086,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.6141488906809993,0.3474649483729602,0.5608601609667444,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2087,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.6598849341812956,0.3423299983970051,0.5682284068574959,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2088,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.705270785114548,0.3372709343812859,0.5751382710686926,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2089,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.752420604571699,0.3322866348584098,0.58230594554967,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2090,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.8019673914995622,0.3273759949343939,0.5899208676315036,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2091,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.8549448252000864,0.3225379260437378,0.5982900568455997,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2092,rjan57 / Japan & Pacific,Utilitarian,0.015,1.45,0.0,0.0,0.0,1.9121661693857575,0.31777135570811615,0.6076316359849074,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-4144.312094162514,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
