rho,eta,delta,ecs_ensemble,ecr_plateau,scenario,policy,model
0.019422010872929545,0.958085001630627,1.3425750999336934,437.09264136476656,0.0,65,no_abatement,JUSTICE_A2_traceable
0.0022096040705934577,1.1526580866467016,0.8659180359268868,398.8310913427896,0.0,66,no_abatement,JUSTICE_A2_traceable
0.028254470817202528,0.7521346512099294,0.9305501378964716,664.0454060113781,0.0,67,no_abatement,JUSTICE_A2_traceable
0.0240736087860707,0.6832529740215446,1.489417906808941,965.0775018176104,0.0,68,no_abatement,JUSTICE_A2_traceable
0.020525092409847664,0.9295019909617364,1.6033739828532947,30.010977707050877,0.0,69,no_abatement,JUSTICE_A2_traceable
0.012494518420431231,1.3244846383782924,0.9510576345728075,757.0594151739989,0.0,70,no_abatement,JUSTICE_A2_traceable
0.025123624700550705,0.6696513888503959,1.8899401514810892,621.6887073717708,0.0,71,no_abatement,JUSTICE_A2_traceable
0.013860657117128992,0.9472759478466481,1.8637637879918092,656.2507392797182,0.0,72,no_abatement,JUSTICE_A2_traceable
0.004584123139538916,0.6175021462214701,1.303590752721433,939.7421540276187,0.0,73,no_abatement,JUSTICE_A2_traceable
0.0219809002401387,1.4909517528220881,1.752200951888642,208.08583188210906,0.0,74,no_abatement,JUSTICE_A2_traceable
0.005307959248319813,1.0315859241849554,1.1186693516355024,163.24356927447275,0.0,75,no_abatement,JUSTICE_A2_traceable
0.015264473771475513,0.9809664114686015,0.815256559978745,597.1556254783421,0.0,76,no_abatement,JUSTICE_A2_traceable
0.0043570442705201055,0.9663569184242429,0.714977473174437,296.228260494806,0.0,77,no_abatement,JUSTICE_A2_traceable
0.028759172812168644,0.7650528286507048,0.9452258594014038,113.8334982687745,0.0,78,no_abatement,JUSTICE_A2_traceable
0.02601975331451116,1.1346418412814598,1.2213810740726336,950.6885857734429,0.0,79,no_abatement,JUSTICE_A2_traceable
0.004880640657695558,1.1689933221861173,1.4090282317537355,904.644508174949,0.0,80,no_abatement,JUSTICE_A2_traceable
0.02115071731590786,1.3478140866960382,1.696243235592612,422.56486312987374,0.0,81,no_abatement,JUSTICE_A2_traceable
0.023366464513513017,0.8928432627432201,0.5379642261533877,701.7252951065534,0.0,82,no_abatement,JUSTICE_A2_traceable
0.024864904358265674,0.9790876093823575,1.5807934072655683,771.9295942104646,0.0,83,no_abatement,JUSTICE_A2_traceable
0.010660024929185902,0.5145140318319208,0.7448890430243646,404.20757427009056,0.0,84,no_abatement,JUSTICE_A2_traceable
0.009190512868990836,1.386003507702402,0.5276476640602823,537.8251190882602,0.0,85,no_abatement,JUSTICE_A2_traceable
0.003945725912306223,1.1747153424117154,1.6184047727468986,376.8366735920661,0.0,86,no_abatement,JUSTICE_A2_traceable
0.027930432900013246,1.3342286045885756,0.6073644971454237,720.3230258684536,0.0,87,no_abatement,JUSTICE_A2_traceable
0.020784987048701735,0.5728956554943869,1.0319179742600824,6.588276002512049,0.0,88,no_abatement,JUSTICE_A2_traceable
0.017956936660673294,1.374733111471634,1.6383483489621578,158.94726673990732,0.0,89,no_abatement,JUSTICE_A2_traceable
0.006297292532086615,0.6435983333224926,1.4442426738123195,978.6278203264327,0.0,90,no_abatement,JUSTICE_A2_traceable
0.022519000698235113,1.4361574831744366,0.7777306562723502,729.4644579404074,0.0,91,no_abatement,JUSTICE_A2_traceable
0.02299580693639795,1.3131424304274724,1.532604473484424,176.79094408701587,0.0,92,no_abatement,JUSTICE_A2_traceable
0.02389227899744551,0.9153534899113348,1.8758390551360384,765.4770121484311,0.0,93,no_abatement,JUSTICE_A2_traceable
0.026423345333480463,1.4864405127488467,1.469568842892433,678.5870109469353,0.0,94,no_abatement,JUSTICE_A2_traceable
0.02177145567638096,1.2548355311524224,0.968243718833297,135.33647513106317,0.0,95,no_abatement,JUSTICE_A2_traceable
0.02313572121466079,1.0840493423315674,0.5683586120741497,466.9789574961735,0.0,96,no_abatement,JUSTICE_A2_traceable
0.007576774402645906,0.9099772990727355,1.8116977030245613,789.1074288266115,0.0,97,no_abatement,JUSTICE_A2_traceable
0.009783401884674307,0.6509391261270905,1.8253050511358946,345.75082704589937,0.0,98,no_abatement,JUSTICE_A2_traceable
0.024374170940491498,1.2854002091755592,0.6928411165621718,584.0303281057421,0.0,99,no_abatement,JUSTICE_A2_traceable
0.0026869409902552438,0.5987747743715183,1.1912336676864141,869.4805328086663,0.4,0,moderate_abatement,JUSTICE_A2_traceable
0.01760649038340497,0.5207223877007435,1.0006888567717054,62.317585942282136,0.4,1,moderate_abatement,JUSTICE_A2_traceable
0.025525279783905338,0.9390300642768179,1.837476261851871,365.49506293121885,0.4,2,moderate_abatement,JUSTICE_A2_traceable
0.027587068157077625,1.0499712979461002,1.9482715390517409,603.8787960473487,0.4,3,moderate_abatement,JUSTICE_A2_traceable
0.009629147616495002,1.2020694036740078,1.7711222149627734,262.27680097051785,0.4,4,moderate_abatement,JUSTICE_A2_traceable
0.018813584610546018,0.8194372868732411,1.0239363115823576,746.351035834913,0.4,5,moderate_abatement,JUSTICE_A2_traceable
0.02977638957634422,0.8853130261652183,1.98649682233278,954.0273109118616,0.4,6,moderate_abatement,JUSTICE_A2_traceable
0.015770103295627915,1.362547990464792,1.4535239790319934,543.6592987528924,0.4,7,moderate_abatement,JUSTICE_A2_traceable
0.028943323621716685,0.7464894250902322,1.136543262852225,456.896085934831,0.4,8,moderate_abatement,JUSTICE_A2_traceable
0.017150951679708457,0.7088617047280286,0.8952620428038593,528.1170800239508,0.4,9,moderate_abatement,JUSTICE_A2_traceable
0.012182639773111396,1.192879690697206,1.5601480129839043,689.7681176601486,0.4,10,moderate_abatement,JUSTICE_A2_traceable
0.008696288383537955,1.47776189412583,1.8020981045946305,875.6710843403658,0.4,11,moderate_abatement,JUSTICE_A2_traceable
0.011132528562005403,0.9927557718046953,0.6271153641616622,891.4633784513422,0.4,12,moderate_abatement,JUSTICE_A2_traceable
0.019655318246675237,0.6088963369958962,1.065172552762708,34.45466123944846,0.4,13,moderate_abatement,JUSTICE_A2_traceable
0.00906972679037649,0.8230089455891161,1.2862696420178659,235.88779421584437,0.4,14,moderate_abatement,JUSTICE_A2_traceable
0.026532065565087602,1.4577809348382393,1.1594063323764485,693.5710081799167,0.4,15,moderate_abatement,JUSTICE_A2_traceable
0.0065971471804764864,0.7892010259652342,0.5481489603853663,553.2989918866846,0.4,16,moderate_abatement,JUSTICE_A2_traceable
0.014353431991105833,0.7212789728733436,1.6764182555010403,227.3637474064167,0.4,17,moderate_abatement,JUSTICE_A2_traceable
0.02935618409258856,0.5805520259990247,1.6572186910084354,96.73421797326068,0.4,18,moderate_abatement,JUSTICE_A2_traceable
0.0030296163198000993,1.391387045328309,0.5967309412045386,494.72750697044586,0.4,19,moderate_abatement,JUSTICE_A2_traceable
0.02958972179894496,1.0072731117179017,1.098883955562985,481.9766823341722,0.4,20,moderate_abatement,JUSTICE_A2_traceable
0.013671616419646405,0.7102193047507754,1.4972311504542657,564.4961443157076,0.4,21,moderate_abatement,JUSTICE_A2_traceable
0.010277438041568693,1.1031099526995947,0.7326199940822395,794.0555943074644,0.4,22,moderate_abatement,JUSTICE_A2_traceable
0.014240479316948256,1.4687857972943448,0.7908869977237676,846.9365954439297,0.4,23,moderate_abatement,JUSTICE_A2_traceable
0.005925013050273018,0.5554966065185483,1.2413919240234912,215.110044647578,0.4,24,moderate_abatement,JUSTICE_A2_traceable
0.003506879885857114,0.7371146619010954,0.9135482294695131,830.7727155770697,0.4,25,moderate_abatement,JUSTICE_A2_traceable
0.0014363803820426077,1.2472031559355194,0.8068270204269165,612.5515339170894,0.4,26,moderate_abatement,JUSTICE_A2_traceable
0.016309140528557368,1.275377075866625,0.7572877948017736,820.9917616909232,0.4,27,moderate_abatement,JUSTICE_A2_traceable
0.008441595795442477,0.7774007349147576,0.8338548018478361,52.229274785558175,0.4,28,moderate_abatement,JUSTICE_A2_traceable
0.02719234616907666,1.424932813488244,1.7137262195125569,739.5944600639525,0.4,29,moderate_abatement,JUSTICE_A2_traceable
0.010527547484594557,1.074073375843866,1.187967941247718,476.0941680385868,0.4,30,moderate_abatement,JUSTICE_A2_traceable
0.007823910063663482,0.8000301666432008,1.9305795149091534,808.1836792657549,0.4,31,moderate_abatement,JUSTICE_A2_traceable
0.0032961672654019517,1.2616614024916601,1.9633018895821035,77.2061986379443,0.4,32,moderate_abatement,JUSTICE_A2_traceable
0.01824240665582036,0.7982530635628532,0.6438527737705851,573.1208434699139,0.4,33,moderate_abatement,JUSTICE_A2_traceable
0.017314269625729295,1.1210225814689345,1.9196978418723771,911.5694941611376,0.4,34,moderate_abatement,JUSTICE_A2_traceable
0.014670013722544423,1.2965953682865468,1.0420226302011426,923.4063899454949,0.4,35,moderate_abatement,JUSTICE_A2_traceable
0.024492850071975006,1.015960518311669,0.6730984416078045,882.8072112024339,0.4,36,moderate_abatement,JUSTICE_A2_traceable
0.01592934475763437,0.8714060708401533,1.540975163660229,84.93634448840237,0.4,37,moderate_abatement,JUSTICE_A2_traceable
0.003747698673665003,1.4414206437228714,0.8820175250445608,852.8507210409589,0.4,38,moderate_abatement,JUSTICE_A2_traceable
0.016792559421270874,1.0214088294659442,0.70473183715662,839.9905896773821,0.4,39,moderate_abatement,JUSTICE_A2_traceable
0.005632318249781619,1.1883654732100166,0.6514172525254956,289.208914111122,0.4,40,moderate_abatement,JUSTICE_A2_traceable
0.011696474748385182,0.8548529911920767,1.5675990102514934,994.5477000859605,0.4,41,moderate_abatement,JUSTICE_A2_traceable
0.018472336312534112,1.0617547208788813,1.279758628219209,381.38717361987295,0.4,42,moderate_abatement,JUSTICE_A2_traceable
0.0011544452602036558,0.5466117971112135,1.7188715726124402,309.87010137662134,0.4,43,moderate_abatement,JUSTICE_A2_traceable
0.013385878343416067,0.8490530439303763,0.506063782746901,242.75412346134306,0.4,44,moderate_abatement,JUSTICE_A2_traceable
0.011355932886745964,0.63513045506425,0.8527588371730355,187.63893015308733,0.4,45,moderate_abatement,JUSTICE_A2_traceable
0.019097666370661202,0.8655982826505453,1.0743903980140754,105.04249715082986,0.4,46,moderate_abatement,JUSTICE_A2_traceable
0.028339011789564737,1.144055854118077,1.6537982630897365,11.873874162907772,0.4,47,moderate_abatement,JUSTICE_A2_traceable
0.02011679508996223,1.0564996733340268,1.8980273758790114,417.6039853272887,0.4,48,moderate_abatement,JUSTICE_A2_traceable
0.002026509688783058,1.2210143510372007,1.1100126398818446,501.9528988012505,0.4,49,moderate_abatement,JUSTICE_A2_traceable
0.012957468918974657,0.6279846555053907,1.3354831629205228,340.5027203392025,0.4,50,moderate_abatement,JUSTICE_A2_traceable
0.011830014323940399,0.6762002534089224,1.2157678429083756,649.8541991973627,0.4,51,moderate_abatement,JUSTICE_A2_traceable
0.020169617281468537,1.3037045948234103,1.4156587046367517,444.1825586879731,0.4,52,moderate_abatement,JUSTICE_A2_traceable
0.008015929327139118,1.4031156464524575,1.9708130689662586,987.4613073589032,0.4,53,moderate_abatement,JUSTICE_A2_traceable
0.0213049733333098,1.2165024064948204,1.3552141339573591,327.1052302739856,0.4,54,moderate_abatement,JUSTICE_A2_traceable
0.006027435348217466,1.2346965889017825,1.1684852708369071,512.9658036353441,0.4,55,moderate_abatement,JUSTICE_A2_traceable
0.02691977829581093,0.8389324150428248,1.507490955225425,192.4851573676039,0.4,56,moderate_abatement,JUSTICE_A2_traceable
0.015006622968246872,0.5032442925295806,1.262729295902918,355.0992336167414,0.4,57,moderate_abatement,JUSTICE_A2_traceable
0.0016421480471030887,0.6990247503367765,1.3713547044407477,149.2949210316055,0.4,58,moderate_abatement,JUSTICE_A2_traceable
0.007244715942884938,1.117891509517527,0.5867726841588934,252.68297607823058,0.4,59,moderate_abatement,JUSTICE_A2_traceable
0.0069760287087102975,1.0946067381677378,1.7399140671350106,274.8158631665576,0.4,60,moderate_abatement,JUSTICE_A2_traceable
0.025781279741219115,1.357756906755798,1.7799877106274478,122.90808308993796,0.4,61,moderate_abatement,JUSTICE_A2_traceable
0.016471720870294065,0.5344132358572704,1.3854577325579642,47.55996697978343,0.4,62,moderate_abatement,JUSTICE_A2_traceable
0.012749752423961883,0.5661994114651735,1.3131769036830223,631.1123478745486,0.4,63,moderate_abatement,JUSTICE_A2_traceable
0.022309552441262155,1.4145615413502224,0.9938390807737508,318.77860307952636,0.4,64,moderate_abatement,JUSTICE_A2_traceable
0.019422010872929545,0.958085001630627,1.3425750999336934,437.09264136476656,0.4,65,moderate_abatement,JUSTICE_A2_traceable
0.0022096040705934577,1.1526580866467016,0.8659180359268868,398.8310913427896,0.4,66,moderate_abatement,JUSTICE_A2_traceable
0.028254470817202528,0.7521346512099294,0.9305501378964716,664.0454060113781,0.4,67,moderate_abatement,JUSTICE_A2_traceable
0.0240736087860707,0.6832529740215446,1.489417906808941,965.0775018176104,0.4,68,moderate_abatement,JUSTICE_A2_traceable
0.020525092409847664,0.9295019909617364,1.6033739828532947,30.010977707050877,0.4,69,moderate_abatement,JUSTICE_A2_traceable
0.012494518420431231,1.3244846383782924,0.9510576345728075,757.0594151739989,0.4,70,moderate_abatement,JUSTICE_A2_traceable
0.025123624700550705,0.6696513888503959,1.8899401514810892,621.6887073717708,0.4,71,moderate_abatement,JUSTICE_A2_traceable
0.013860657117128992,0.9472759478466481,1.8637637879918092,656.2507392797182,0.4,72,moderate_abatement,JUSTICE_A2_traceable
0.004584123139538916,0.6175021462214701,1.303590752721433,939.7421540276187,0.4,73,moderate_abatement,JUSTICE_A2_traceable
0.0219809002401387,1.4909517528220881,1.752200951888642,208.08583188210906,0.4,74,moderate_abatement,JUSTICE_A2_traceable
0.005307959248319813,1.0315859241849554,1.1186693516355024,163.24356927447275,0.4,75,moderate_abatement,JUSTICE_A2_traceable
0.015264473771475513,0.9809664114686015,0.815256559978745,597.1556254783421,0.4,76,moderate_abatement,JUSTICE_A2_traceable
0.0043570442705201055,0.9663569184242429,0.714977473174437,296.228260494806,0.4,77,moderate_abatement,JUSTICE_A2_traceable
0.028759172812168644,0.7650528286507048,0.9452258594014038,113.8334982687745,0.4,78,moderate_abatement,JUSTICE_A2_traceable
0.02601975331451116,1.1346418412814598,1.2213810740726336,950.6885857734429,0.4,79,moderate_abatement,JUSTICE_A2_traceable
0.004880640657695558,1.1689933221861173,1.4090282317537355,904.644508174949,0.4,80,moderate_abatement,JUSTICE_A2_traceable
0.02115071731590786,1.3478140866960382,1.696243235592612,422.56486312987374,0.4,81,moderate_abatement,JUSTICE_A2_traceable
0.023366464513513017,0.8928432627432201,0.5379642261533877,701.7252951065534,0.4,82,moderate_abatement,JUSTICE_A2_traceable
0.024864904358265674,0.9790876093823575,1.5807934072655683,771.9295942104646,0.4,83,moderate_abatement,JUSTICE_A2_traceable
0.010660024929185902,0.5145140318319208,0.7448890430243646,404.20757427009056,0.4,84,moderate_abatement,JUSTICE_A2_traceable
0.009190512868990836,1.386003507702402,0.5276476640602823,537.8251190882602,0.4,85,moderate_abatement,JUSTICE_A2_traceable
0.003945725912306223,1.1747153424117154,1.6184047727468986,376.8366735920661,0.4,86,moderate_abatement,JUSTICE_A2_traceable
0.027930432900013246,1.3342286045885756,0.6073644971454237,720.3230258684536,0.4,87,moderate_abatement,JUSTICE_A2_traceable
0.020784987048701735,0.5728956554943869,1.0319179742600824,6.588276002512049,0.4,88,moderate_abatement,JUSTICE_A2_traceable
0.017956936660673294,1.374733111471634,1.6383483489621578,158.94726673990732,0.4,89,moderate_abatement,JUSTICE_A2_traceable
0.006297292532086615,0.6435983333224926,1.4442426738123195,978.6278203264327,0.4,90,moderate_abatement,JUSTICE_A2_traceable
0.022519000698235113,1.4361574831744366,0.7777306562723502,729.4644579404074,0.4,91,moderate_abatement,JUSTICE_A2_traceable
0.02299580693639795,1.3131424304274724,1.532604473484424,176.79094408701587,0.4,92,moderate_abatement,JUSTICE_A2_traceable
0.02389227899744551,0.9153534899113348,1.8758390551360384,765.4770121484311,0.4,93,moderate_abatement,JUSTICE_A2_traceable
0.026423345333480463,1.4864405127488467,1.469568842892433,678.5870109469353,0.4,94,moderate_abatement,JUSTICE_A2_traceable
0.02177145567638096,1.2548355311524224,0.968243718833297,135.33647513106317,0.4,95,moderate_abatement,JUSTICE_A2_traceable
0.02313572121466079,1.0840493423315674,0.5683586120741497,466.9789574961735,0.4,96,moderate_abatement,JUSTICE_A2_traceable
0.007576774402645906,0.9099772990727355,1.8116977030245613,789.1074288266115,0.4,97,moderate_abatement,JUSTICE_A2_traceable
0.009783401884674307,0.6509391261270905,1.8253050511358946,345.75082704589937,0.4,98,moderate_abatement,JUSTICE_A2_traceable
0.024374170940491498,1.2854002091755592,0.6928411165621718,584.0303281057421,0.4,99,moderate_abatement,JUSTICE_A2_traceable
